slow,fast,leverage,CAGR,Sharpe,Sortino,Vol,MDD,MDD_Entry,Trades_Year,Total_Trades,Max_Recovery_Days
54,42,3,0.127189,0.424591,0.597004,0.377811,-0.895225,-0.876817,5.535380,533,4935
54,43,3,0.111278,0.386949,0.542949,0.379257,-0.897098,-0.879133,5.784628,557,4935
54,44,3,0.101031,0.363646,0.506006,0.384195,-0.929207,-0.847964,6.013105,579,5708
54,45,3,0.093009,0.344671,0.478787,0.384073,-0.913130,-0.844673,6.241583,601,5842
54,46,3,0.079183,0.312309,0.431432,0.386038,-0.941375,-0.888428,6.449289,621,6966
54,47,3,0.086031,0.328798,0.455093,0.387050,-0.944943,-0.895218,6.802390,655,6220
54,48,3,0.071689,0.299212,0.408562,0.389879,-0.970384,-0.943693,7.280115,701,6258
54,49,3,0.064261,0.281318,0.383784,0.389697,-0.976502,-0.955304,7.757841,747,6302
54,50,3,0.071413,0.298612,0.409811,0.391966,-0.977334,-0.956885,8.214795,791,6289
55,2,3,0.184939,0.568149,0.817528,0.355030,-0.900094,-0.799095,11.205770,1079,3517
55,3,3,0.170042,0.531466,0.761484,0.357254,-0.895662,-0.816106,9.253328,891,3521
55,4,3,0.156784,0.499392,0.713555,0.357738,-0.903627,-0.826318,8.547125,823,5339
55,5,3,0.156704,0.498326,0.709393,0.360625,-0.849516,-0.804183,7.695529,741,5299
55,6,3,0.160876,0.508527,0.723757,0.360148,-0.869171,-0.846079,6.989326,673,4622
55,7,3,0.166331,0.521125,0.742091,0.361118,-0.887743,-0.867929,6.449289,621,3612
55,8,3,0.160488,0.506655,0.721534,0.362392,-0.895664,-0.873543,6.054647,583,3739
55,9,3,0.162240,0.510581,0.727875,0.362875,-0.885523,-0.861252,5.846940,563,3477
55,10,3,0.152178,0.486529,0.691885,0.363282,-0.837583,-0.806863,5.763857,555,4541
55,11,3,0.146087,0.472170,0.668363,0.363159,-0.904494,-0.886430,5.618463,541,3514
55,12,3,0.145349,0.469922,0.664958,0.364814,-0.919560,-0.905305,5.514610,531,3472
55,13,3,0.138450,0.453804,0.639438,0.363813,-0.886472,-0.865875,5.369215,517,4389
55,14,3,0.134741,0.444629,0.627082,0.364430,-0.893689,-0.875847,5.265362,507,4541
55,15,3,0.139499,0.455982,0.644838,0.363952,-0.921300,-0.908826,5.203050,501,4523
55,16,3,0.127903,0.427981,0.603038,0.363854,-0.907048,-0.896499,5.182279,499,4618
55,17,3,0.135444,0.446122,0.629416,0.364630,-0.910929,-0.896818,4.995343,481,4471
55,18,3,0.128231,0.428624,0.603057,0.365197,-0.920129,-0.905452,4.829178,465,4662
55,19,3,0.124746,0.420068,0.590960,0.365698,-0.912604,-0.899044,4.766866,459,4612
55,20,3,0.122723,0.415100,0.583382,0.366356,-0.921787,-0.905642,4.870719,469,4650
55,21,3,0.117466,0.402196,0.563956,0.368147,-0.900520,-0.880231,4.787637,461,5197
55,22,3,0.111029,0.386473,0.541549,0.368565,-0.918410,-0.897453,4.849948,467,5675
55,23,3,0.105454,0.372889,0.521633,0.369407,-0.931641,-0.909826,4.870719,469,5995
55,24,3,0.107737,0.378121,0.531057,0.372513,-0.935157,-0.911671,4.870719,469,5390
55,25,3,0.112863,0.390503,0.549253,0.371916,-0.909892,-0.881909,4.766866,459,4746
55,26,3,0.110386,0.384703,0.539589,0.374534,-0.907201,-0.888624,4.766866,459,5365
55,27,3,0.124223,0.417700,0.588832,0.373327,-0.894582,-0.876604,4.663013,449,3808
55,28,3,0.137251,0.448240,0.633740,0.374798,-0.889513,-0.870670,4.496847,433,3783
55,29,3,0.138988,0.452438,0.638986,0.374491,-0.881852,-0.861753,4.579930,441,3744
55,30,3,0.141621,0.458615,0.647957,0.374469,-0.862018,-0.838544,4.579930,441,3783
55,31,3,0.129034,0.429212,0.603543,0.374407,-0.861122,-0.833532,4.559159,439,3808
55,32,3,0.130204,0.432016,0.607724,0.373978,-0.854387,-0.827406,4.579930,441,3788
55,33,3,0.120773,0.409713,0.574182,0.375101,-0.875882,-0.854884,4.621471,445,4676
55,34,3,0.122264,0.412983,0.580975,0.375741,-0.848002,-0.826227,4.849948,467,4680
55,35,3,0.132628,0.437270,0.616975,0.376418,-0.871081,-0.851915,4.891490,471,4475
55,36,3,0.129658,0.430498,0.606569,0.375268,-0.902977,-0.880697,4.912260,473,4471
55,37,3,0.121077,0.410217,0.575946,0.377311,-0.916371,-0.907980,5.057655,487,5192
55,38,3,0.116015,0.398254,0.558741,0.376578,-0.934785,-0.925534,4.974572,479,5448
55,39,3,0.125742,0.421366,0.592416,0.375760,-0.899081,-0.884535,4.995343,481,4706
55,40,3,0.131217,0.434231,0.610898,0.376350,-0.908598,-0.898962,5.161508,497,5470
