trial,fast_buy,slow_buy,fast_sell,slow_sell,Sortino,Trades_Yr,CAGR,Sharpe,MDD
0,20,336,37,230,0.7973547334843809,15.818329718004339,0.20406618288371825,0.5551779357458755,-0.8734311767078612
1,9,96,4,310,0.8487662857673366,14.178416485900218,0.2310076294137806,0.5931499461633483,-0.877586131622389
2,31,263,3,341,0.688299775651894,7.550433839479393,0.15449749182495998,0.48549441493748147,-0.9089616897113699
3,42,113,10,105,0.7016442181466191,20.259761388286336,0.16373882165867792,0.4905712220410274,-0.8554136166065103
4,16,207,23,137,0.6221447642402373,19.57646420824295,0.12847176199378962,0.43909082438169167,-0.9288210750834255
5,31,91,16,160,0.6101372446584575,12.606832971800435,0.12300641413134072,0.4325136680388533,-0.9758803974115864
6,24,286,11,204,0.7569928133817453,16.6382863340564,0.18467885371428916,0.5262898492767647,-0.8587308986415944
7,31,63,31,101,0.7983438449453506,14.246746203904555,0.20739164832234702,0.5597099272696947,-0.9287806078244231
8,5,335,49,293,0.8704834607319943,11.035249457700651,0.23893765195861172,0.6032158593144725,-0.8855875161926446
9,16,79,35,182,0.7818758801104603,21.76301518438178,0.19667752365888713,0.5461667618840452,-0.9235281727885076
10,48,218,2,337,0.845666143169631,9.668655097613883,0.2254300523868613,0.5843509042054801,-0.8653163017772219
11,49,223,2,346,0.8007484289080221,9.736984815618221,0.2038004562276623,0.5538587300361452,-0.9237630696876632
12,40,265,18,259,0.8639934086351961,7.68709327548807,0.23444220618331912,0.5969762522243999,-0.8068750196905473
13,37,270,21,258,0.8671375006218383,6.525488069414317,0.23810642930930404,0.6026818871077809,-0.8544988786814709
14,40,152,45,265,0.8991077280809708,12.40184381778742,0.2521043292116847,0.6205503321952089,-0.8821435626638998
15,40,154,26,259,0.8010339392032118,10.62527114967462,0.2061784183915487,0.5587050541643551,-0.9509059092224911
16,36,174,46,59,0.3719810544717747,40.07537960954447,0.023820223811530816,0.2662229948312767,-0.9352736909804603
17,44,290,21,254,0.8840697100495902,11.855206073752711,0.2443778081566501,0.6106056951033014,-0.8068750196905472
18,36,249,41,282,0.9260723101862564,2.2890455531453364,0.2669553925431958,0.6407861943302197,-0.8558205012289204
19,34,246,40,299,0.9048233797123139,3.5189804772234274,0.2558672913115252,0.625807882237763,-0.8738840299850394
20,26,239,39,307,0.8826321638455243,4.9539045553145336,0.24480542940864924,0.6110574892087333,-0.8943867664834251
21,26,240,40,221,0.8526974293732534,5.637201735357918,0.23096607411765735,0.5927903336500028,-0.8398703086730752
22,34,304,41,298,0.8914890088470484,3.0406724511930587,0.24939147932809247,0.6171459358296615,-0.8794770438729315
23,34,311,30,296,0.8787623545051041,4.475596529284165,0.24274469649692043,0.6082466541531071,-0.8709307426374734
24,45,184,43,223,0.7788831641990323,5.97885032537961,0.19578331498588586,0.5435450660947513,-0.9337602429363729
25,34,307,32,157,0.562350489245979,28.186008676789587,0.09971324922614433,0.3962995742165421,-0.9688582847835802
26,2,243,49,55,0.41083794117643835,45.063449023861175,0.039254996702713374,0.2937580372562155,-0.8741375898592063
27,28,133,43,277,0.8499688366079473,15.818329718004339,0.2293310189647062,0.5907845737094388,-0.9594996024668132
28,22,186,36,321,0.8702697024168714,10.078633405639913,0.23934620377296367,0.6038899741216344,-0.9265430532227679
29,17,335,38,237,0.7647695012287447,14.998373101952279,0.18857564786125947,0.5334283767436437,-0.9065530953015031
